,Name,Date,Date (DSW),Date (PWP),Date (KEH),Status,Location,Lat,Lon,Style,Building Type,Client,Client Type, Notes,Sources,Generated Lat,Generated Lon
237,W. K. Gibson Residence,1938.0,1937,None,1905-04-21 00:00:00,,"Flintridge, CA, USA",34.2068182,-118.2000277,Colonial Revival,Residential/Single Family,"W. D. K. Gibson, Jr.",Private/Individual,,,33.6338181,-117.8111016
238,W. E. Cooper Residence,1948.0,,None,1905-05-01 00:00:00,,"Flintridge, CA, USA",34.2068182,-118.2000277,,Residential/Single Family,W. E. Cooper,Private/Individual,,,33.6338181,-117.8111016
239,Housing Development,1942.0,,1905-04-25 00:00:00,1905-04-25 00:00:00,,"Fort Huachuca, Arizona, USA",31.5552157,-110.3499216,,Residential/Multi-Unit,,Private/Corporate,125 units,,31.527254499999998,-110.36064751457843
240,T. R. Borders Residence,1953.0,,None,1905-05-06 00:00:00,,"Fort Worth, Texas, USA",32.7554883,-97.3307658,,Residential/Single Family,,Private/Individual,,,32.753177,-97.3327459
241,Ernest Duque Residence (alterations/additions),1956.0,,None,1905-05-09 00:00:00,,"Fremont Place, CA, USA",34.0585079,-118.3274666,,Residential/Single Family,Ernest Duque,Private/Individual,,,34.0616794,-118.3257052
242,Senior Citizens Home,1958.0,,None,1905-05-11 00:00:00,,"Garden Grove, CA, USA",33.7739053,-117.9414477,,Residential/Multi-Unit,,Private/Corporate,,,33.7746292,-117.9463717
243,F. H. Wallace Residence,1925.0,,None,1905-04-08 00:00:00,,"Glendale, CA, USA",34.1425078,-118.255075,,Residential/Single Family,F. H. Wallace,Private/Individual,,,34.1469416,-118.2478471
244,Baird/Stewart/Garza Residence,1926.0,,1905-04-09 00:00:00,None,,"Glendale, CA, USA",34.1425078,-118.255075,Spanish Colonial Revival,Residential/Single Family,Charles Roland Baird,Private/Individual,1 1/2 story,,34.1469416,-118.2478471
245,Thomas Thoroughbred Farm,1950.0,,None,1905-05-03 00:00:00,,"Glendora, CA, USA",34.1361187,-117.865339,,Residential/Single Family,,Private/Individual,,,34.1361187,-117.865339
246,J. Myer Schine Residence,1948.0,,None,1905-05-01 00:00:00,,"Gloversville, New York, USA",43.0528506,-74.3437467,,Residential/Single Family,J. Myer Schine,Private/Individual,,,43.0508945,-74.3452991
247,Tubercular Hospital,1948.0,1948,None,1905-05-01 00:00:00,,"Guayaquil, Ecuador",-2.1709979,-79.9223592,,Medical,,Private/Corporate,,,-2.1704143,-79.90502408427746
248,Frederick Leistikow Residence,1924.0,,1905-04-07 00:00:00,1905-04-06 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,Tudor Revival,Residential/Single Family,Frederick Leistikow,Private/Individual,,,34.0677801,-118.332635
249,Clark Edwards Residence,1925.0,,None,1905-04-08 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,Clark Edwards,Private/Individual,,,34.0677801,-118.332635
250,J. M. Goldwater Residence,1925.0,,None,1920s,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,J. M. Goldwater ,Private/Individual,,,34.0677801,-118.332635
251,Howard T. Wayne Residence,1926.0,,None,1905-04-09 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,Howard T. Wayne,Private/Individual,,,34.0677801,-118.332635
252,Philip Rothman Residence,1926.0,,None,1905-04-09 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,Philip Rothman,Private/Individual,,,34.0677801,-118.332635
253,A. Goldschmidt Residence,1927.0,,None,1905-04-10 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,A. Goldschmidt,Private/Individual,,,34.0677801,-118.332635
254,E. Bastheim Residence,1928.0,,1905-04-11 00:00:00,None,,"Hancock Park, CA, USA",34.0723327,-118.3286614,Monterey Revival,Residential/Single Family,Edmund Bastheim,Private/Individual,,,34.0677801,-118.332635
255,Adele Louis Residence,1929.0,,None,1905-04-12 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,Adele Louis,Private/Individual,,,34.0677801,-118.332635
256,Banning Residence 1,1929.0,,None,1905-04-12 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,The Bannings,Private/Individual,3 separate family homes in close proximity,,34.0677801,-118.332635
257,Banning Residence 2,1929.0,,None,1905-04-12 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,The Bannings,Private/Individual,3 separate family homes in close proximity,,34.0677801,-118.332635
258,Banning Residence 3,1929.0,,None,1905-04-12 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,The Bannings,Private/Individual,3 separate family homes in close proximity,,34.0677801,-118.332635
259,Gabriel Leavy Residence,1929.0,,None,1905-04-12 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,Gabriel Leavy,Private/Individual,,,34.0677801,-118.332635
260,Richard Barrett Residence,1929.0,,None,1905-04-12 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,Richard Barrett ,Private/Individual,,,34.0677801,-118.332635
261,Walter Bachman Residence,1929.0,,None,1905-04-12 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,Walter Bachman,Private/Individual,,,34.0677801,-118.332635
262,Gabriel C. Duque Residence,1933.0,1933,None,1905-04-15 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,French Provincial,Residential/Single Family,Gabriel C. Duque,Private/Individual,,,34.0677801,-118.332635
263,R. J. Merrit Residence,1934.0,,None,1905-04-17 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,R. J. Merrit,Private/Individual,,,34.0677801,-118.332635
264,E. Bastheim Residence (2),1935.0,,None,1905-04-18 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,E. Bastheim,Private/Individual,,,34.0677801,-118.332635
265,John McCoy Residence,1948.0,,None,1905-05-01 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,John McCoy,Private/Individual,,,34.0677801,-118.332635
266,P. K. Doumani Residence,1948.0,,None,1905-05-01 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,P. K. Doumani,Private/Individual,,,34.0677801,-118.332635
267,Robert McClain Residence,1961.0,,None,1905-05-14 00:00:00,,"Hancock Park, CA, USA",34.0723327,-118.3286614,,Residential/Single Family,Robert McClain,Private/Individual,,,34.0677801,-118.332635
268,Hobart Henley  Beach House,1937.0,,None,1905-04-20 00:00:00,,"Hermosa Beach, CA, USA",33.8622366,-118.3995194,,Residential/Single Family,Hobart Henley,Private/Individual,,,33.86428,-118.39591
269,The Alberston Company Residence,1940.0,,None,1905-04-23 00:00:00,,"Hidden Valley, CA, USA",34.1459,-118.92794,,Residential/Single Family,The Albertson Company,Private/Individual,,,34.29462355,-119.21519699142983
270,Charles Marsali Residence,1957.0,,None,1905-05-10 00:00:00,,"Hillsborough, CA, USA",37.5741032,-122.3794163,,Residential/Single Family,Charles Marsali,Private/Individual,,,37.557252,-122.3625291
271,Victor Rossetti Residence,1928.0,,1905-04-11 00:00:00,1905-04-11 00:00:00,,"Hollywood, CA, USA",34.0928092,-118.3286614,Spanish Colonial Revival,Residential/Single Family,Victor Rossetti,Private/Individual,"14 room, two-and-a-half story",,34.0980031,-118.329523
272,W. D. Hallett Residence,1930.0,,None,1905-04-13 00:00:00,,"Hollywood, CA, USA",34.0928092,-118.3286614,Monterey Colonial,Residential/Single Family,W. D. Hallett,Private/Individual,,,34.0980031,-118.329523
273,Dwight Hart Residence,1936.0,,None,1905-04-19 00:00:00,,"Hollywood, CA, USA",34.0928092,-118.3286614,,Residential/Single Family,Dwight Hart,Private/Individual,,,34.0980031,-118.329523
274,Samuel Zagon Residence,1939.0,,None,1905-04-22 00:00:00,,"Hollywood, CA, USA",34.0928092,-118.3286614,,Residential/Single Family,Samuel Zagon,Private/Individual,1950: Alterations/additions,,34.0980031,-118.329523
275,Dave Chasen Residence,1954.0,,early 1950s,1905-05-06 00:00:00,,"Hollywood, CA, USA",34.0928092,-118.3286614,Modern California,Residential/Single Family,,Private/Individual,"6,000 sq. ft.",,34.0980031,-118.329523
276,Mercedes Showroom,1954.0,,None,1950s,,"Hollywood, CA, USA",34.0928092,-118.3286614,,Commercial,,Private/Corporate,,,34.0980031,-118.329523
277,Assitance League Anne Banning Community House,1964.0,,1905-05-17 00:00:00,1905-05-16 00:00:00,,"Hollywood, CA, USA",34.0928092,-118.3286614,Colonial-Revival,Commercial,Assistance League of S. California,Private/Corporate,,,34.0980031,-118.329523
278,Seth Hart Residence,1933.0,,1905-04-16 00:00:00,1905-04-16 00:00:00,,"Westwood, Los Angeles, CA",34.0814174,-118.4298626,Georgian ,Residential/Single Family,Seth Hart,Private/Individual,Collaboration with Hobe Erwin of Jones and Erwin Inc (interior design).,,34.0561207,-118.4306347
279,Watterson Rothacker Residence,1937.0,,None,1905-04-20 00:00:00,,"Westwood, Los Angeles, CA",34.0814174,-118.4298626,,Residential/Single Family,Watterson Rothacker,Private/Individual,,,34.0561207,-118.4306347
280,Gibbey-Simon Residence,1939.0,1939,None,None,,"Westwood, Los Angeles, CA",34.0814174,-118.4298626,,Residential/Single Family,Gibbey-Simon,Private/Individual,,,34.0561207,-118.4306347
281,Audrey M. Reynolds Residence,1940.0,,None,1905-04-23 00:00:00,,"Westwood, Los Angeles, CA",34.0814174,-118.4298626,,Residential/Single Family,Audrey M. Reynolds,Private/Individual,,,34.0561207,-118.4306347
282,Aaron Lilien Residence,1944.0,,1905-04-27 00:00:00,1905-04-29 00:00:00,,"Westwood, Los Angeles, CA",34.0814174,-118.4298626,Modern Colonial,Residential/Single Family,Aaron Lilien,Private/Individual,,,34.0561207,-118.4306347
283,Louis Lesser Residence,1948.0,,1905-05-01 00:00:00,1905-04-29 00:00:00,,"Westwood, Los Angeles, CA",34.0814174,-118.4298626,French Provincial,Residential/Single Family,Louis Lesser,Private/Individual,22-room,,34.0561207,-118.4306347
284,Coconut Island Club,1945.0,,1940s,1940s,,"Honolulu, Hawaii, USA",21.3069444,-157.8583333,,Hotels/Hospitality,,Private/Corporate,Joint venture with A. Quincy Jones,,21.304547,-157.855676
285,"Grave of the Unknown Soldier, Pearl Harbor Memorial",1953.0,1953,1905-05-05 00:00:00,1905-05-06 00:00:00,,"Honolulu, Hawaii, USA",21.3069444,-157.8583333,,Memorial,Disabled American Veterans (DAV),Private/Corporate,,,21.304547,-157.855676
286,M. E. Loetscher Residence,1935.0,,None,1905-04-18 00:00:00,,"Hope Ranch, CA, USA",34.42194,-119.77,,Residential/Single Family,M. E. Loetscher,Private/Individual,,,34.421942,-119.7709714
287,Simmons Ranch House,1948.0,,None,1905-05-01 00:00:00,,"Indio, CA, USA",33.7205771,-116.2155619,,Residential/Single Family,Simmons,Private/Individual,,,33.743764999999996,-116.22331524966393
288,Hollywood Turf Club,1941.0,,None,1905-04-24 00:00:00,,"Inglewood, CA, USA",33.9616801,-118.3531311,,Recreational,,Private/Individual,,,33.9562003,-118.353132
289,"""The Cottages,"" The Jamaican Hotel",1958.0,,None,1905-05-11 00:00:00,,Jamaica,18.109581,-77.297508,,Hotels/Hospitality,,Private/Corporate,,,18.1850507,-77.3947693
290,Alexander McCormick Residence,1959.0,,None,1905-05-12 00:00:00,,"Kent Woodlands, CA, USA",37.9493688,-122.5633112,,Residential/Single Family,Alexander McCormick,Private/Corporate,,,37.9493698,-122.5633141
291,Milo Berenson Residence,1952.0,,None,1905-05-05 00:00:00,,"La Jolla, CA, USA",32.8328112,-117.2712717,,Residential/Single Family,Milo Berenson,Private/Individual,,,32.83259,-117.2716839
292,N. Baranov Residence,1953.0,,None,1905-05-06 00:00:00,,"La Jolla, CA, USA",32.8328112,-117.2712717,,Residential/Single Family,,Private/Individual,,,32.83259,-117.2716839
293,Raymond Wilson Residence,1954.0,,None,1905-05-07 00:00:00,,"La Jolla, CA, USA",32.8328112,-117.2712717,,Residential/Single Family,Raymond Wilson,Private/Individual,,,32.83259,-117.2716839
294,Jackson Diggs Residence,1959.0,,None,1905-05-12 00:00:00,,"La Verne, CA, USA",34.1008426,-117.7678355,,Residential/Single Family,Jackson Diggs,Private/Individual,,,34.1008426,-117.7678355
295,Donald H. Teetor Residence,1960.0,,None,1905-05-13 00:00:00,,"Laguna Beach, CA, USA",33.5422475,-117.7831104,,Residential/Single Family,Donald H. Teetor,Private/Individual,,,33.5426975,-117.785366
296,James Keyes Residence,1966.0,,None,1905-05-19 00:00:00,,"Laguna Beach, CA, USA",33.5422475,-117.7831104,,Residential/Single Family,James Keyes,Private/Individual,,,33.5426975,-117.785366
297,Lon Chaney Residence ,1930.0,,1905-04-13 00:00:00,1930s,,"Lake Arrowhead, CA, USA",34.2483396,-117.1892078,Rustic Country,Residential/Single Family,Lon Chaney,Private/Individual,"Rock House - KEH, 1,288-square-foot",,34.2585615,-117.18300401517857
298,John Charles Thomas Cabin,1935.0,,None,1930s,,"Lake Arrowhead, CA, USA",34.2483396,-117.1892078,Rustic Country,Residential/Single Family,John Charles Thomas,Private/Individual,,,34.2585615,-117.18300401517857
299,Grace Moore Residence,1937.0,1937,None,1905-04-20 00:00:00,,"Lake Arrowhead, CA, USA",34.2483396,-117.1892078,,Residential/Single Family,Grace Moore,Private/Individual,"PWP: ""Grace Moore and Valentine Perreira Residence""",,34.2585615,-117.18300401517857
300,Jay Paley Residence ,1939.0,,None,1905-04-22 00:00:00,,"Lake Arrowhead, CA, USA",34.2483396,-117.1892078,,Residential/Single Family,Jay Paley,Private/Individual,,,34.2585615,-117.18300401517857
301,Cathedral of the Pines,1950.0,,None,1905-05-03 00:00:00,,"Lake Arrowhead, CA, USA",34.2483396,-117.1892078,,Religious,,Private/Corporate,,,34.2585615,-117.18300401517857
302,John Von Neuman Residence,1962.0,,None,1905-05-15 00:00:00,,"Lake Arrowhead, CA, USA",34.2483396,-117.1892078,,Residential/Single Family,John Von Neuman,Private/Individual,,,34.2585615,-117.18300401517857
303,O. H. Nelson Residence,1951.0,,None,1905-05-04 00:00:00,,"Las Vegas, Nevada, CA, USA",36.1699412,-115.1398296,,Residential/Single Family,O. H. Nelson,Private/Individual,,,36.1672559,-115.148516
304,Las Vegas Park,1953.0,,1905-05-06 00:00:00,None,,"Las Vegas, Nevada, CA, USA",36.1699412,-115.1398296,,Recreational,Joseph Smoot,Private/Corporate,,,36.1672559,-115.148516
305,Berkley Square ,1954.0,,1905-05-07 00:00:00,None,,"Las Vegas, Nevada, CA, USA",36.1699412,-115.1398296,,Residential/Multi-Unit,,Public-gov,,,36.1672559,-115.148516
306,Las Vegas Hotel Casino & Shopping Center,1957.0,,None,1905-05-10 00:00:00,,"Las Vegas, Nevada, CA, USA",36.1699412,-115.1398296,,Hotels/Hospitality,,Private/Corporate,,,36.1672559,-115.148516
307,Stalcup Shopping Center,1957.0,,None,1905-05-10 00:00:00,,"Las Vegas, Nevada, CA, USA",36.1699412,-115.1398296,,Retail/Shopping,,Private/Corporate,,,36.1672559,-115.148516
308,Flamingo Hotel (alterations/additions),1959.0,,None,1905-05-12 00:00:00,,"Las Vegas, Nevada, CA, USA",36.1699412,-115.1398296,,Hotels/Hospitality,,Private/Corporate,,,36.1672559,-115.148516
309,La Concha Motel,1961.0,,1905-05-14 00:00:00,1950s,,"Las Vegas, Nevada, CA, USA",36.1699412,-115.1398296,Googie,Hotels/Hospitality,M. K. Doumani,Private/Corporate,,,36.1672559,-115.148516
310,St. Viator's Church & Parish School,1963.0,,1905-05-16 00:00:00,1905-05-16 00:00:00,,"Las Vegas, Nevada, CA, USA",36.1699412,-115.1398296,Modern,Religious,Reverend Richard Crowley,Private/Religious,"PWP: ""Gaurdian Angel Cathedral""",,36.1672559,-115.148516
311,Harry L. Morris Residence,1960.0,,None,1905-05-13 00:00:00,,"Liberia, Africa",6.428055,-9.429499,,Residential/Single Family,Harry L. Morris ,Private/Individual,,,5.7499721,-9.3658524
312,Mulvey White Residence,1936.0,,None,1905-04-19 00:00:00,,"Long Beach, CA, USA",33.7700504,-118.1937395,,Residential/Single Family,Mulvey White,Private/Individual,,,33.7690164,-118.191604
313,U.S. Navy Roosevelt Fleet Base,1947.0,1947,1905-04-26 00:00:00,None,,"Long Beach, CA, USA",33.7700504,-118.1937395,,Government,,Public/Military,"Joint project with Adrian Wilson, landscaping by Walter Hammond Sadler, Recreational facility",,33.7690164,-118.191604
314,U.S. Naval Reserve Air Base,1947.0,1947,None,None,,"Los Alamitos, CA, USA",33.8030716,-118.0725641,,Government,,Public/Military,,,33.8038865,-118.0772433
315,South Los Angeles Street two-story building,1916.0,  ,1905-03-30 00:00:00,  ,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Office Building,,Unknown,"PRW listed as the designer in the March 30 issue of Los Angeles Builder and  Contractor, built by Louis M. Blodgett",,34.0536909,-118.242766
316,Hostetter Street Elementary School,1924.0,1924,None,1905-04-07 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Educational,,Public,Demolished,,34.0536909,-118.242766
317,Connor-Johnson Mortuary,1925.0,,None,1920s,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Commercial,,Private/Corporate,,,34.0536909,-118.242766
318,Jack Heliman Residence,1925.0,,None,1920s,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,Jack Heliman,Private/Individual,,,34.0536909,-118.242766
319,Harvey Brothers Building,1926.0,,None,1905-04-09 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Office Building,,Private/Corporate,,,34.0536909,-118.242766
320,Helen Scott Residence,1926.0,,None,1905-04-09 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,Helen Scott,Private/Individual,,,34.0536909,-118.242766
321,South Dakota Street Grammar School,1926.0,1925,1905-04-09 00:00:00,1905-04-09 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Educational,,Public,"2-story brick, designed 1925, opens 1926",,34.0536909,-118.242766
322,Blackburn Residence,1928.0,,1905-04-11 00:00:00,None,,"Los Angeles, CA, USA",34.0522342,-118.2436849,Spanish Colonial Revival,Residential/Single Family,Bruce and Lula Blackburn,Private/Individual,"12 room, two-and-a-half story",,34.0536909,-118.242766
323,Howard/Nagin Residence,1929.0,,1905-04-12 00:00:00,None,,"Los Angeles, CA, USA",34.0522342,-118.2436849,English Tudor Revival,Residential/Single Family,Roland Howard,Private/Individual,,,34.0536909,-118.242766
324,Golden State Elks Lodge,1930.0,1930,None,None,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Recreational,,Private/Corporate,,,34.0536909,-118.242766
325,Lou Daro Residence,1931.0,,None,1905-04-14 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,Lou Daro,Private/Individual,,,34.0536909,-118.242766
326,Angelus Funeral Home,1934.0,1934,1905-04-17 00:00:00,1905-04-17 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,Spanish Colonial/ Georgian Revival,Commercial,,Private/Corporate,,,34.0536909,-118.242766
327,Angelus Mesa Grammar School (alterations/additions),1934.0,,None,1905-04-17 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Educational,,Public,,,34.0536909,-118.242766
328,Rodney Alexander Pantages Estate,1934.0,,1905-04-17 00:00:00,None,,"Los Angeles, CA, USA",34.0522342,-118.2436849,Colonial Norman Revival,Residential/Single Family,Alexander Pantages,Private/Individual,5000+ square-foot 2-story,,34.0536909,-118.242766
329,H.H. Glen/Gindler House,1935.0,,1905-04-18 00:00:00,None,,"Los Angeles, CA, USA",34.0522342,-118.2436849,Colonial Revival,Residential/Single Family,Hugh Glen,Private/Individual,,,34.0536909,-118.242766
330,"Frank Harvey Sr., Residence",1936.0,,None,1905-04-19 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,Frank Harvey Sr.,Private/Individual,,,34.0536909,-118.242766
331,Jewish Orphans Home,1937.0,,None,1905-04-20 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Multi-Unit,,Private/Religious,,,34.0536909,-118.242766
332,Nat Goldstone Residence,1937.0,,None,1905-04-20 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,Nat Goldstone,Private/Individual,,,34.0536909,-118.242766
333,Richard Arlen Ranch,1938.0,,None,1905-04-21 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,Richard Arlen,Private/Individual,,,34.0536909,-118.242766
334,Charles E. McGinley Residence,1939.0,,1905-04-22 00:00:00,None,,"Los Angeles, CA, USA",34.0522342,-118.2436849,Classical Regency Revival,Residential/Single Family,Charles E. McGinley,Private/Individual,,,34.0536909,-118.242766
335,Hacienda Village,1942.0,,1905-04-25 00:00:00,None,,"Los Angeles, CA, USA",34.0522342,-118.2436849,California rancho,Residential/Multi-Unit,,Public-gov,184 one-story units,,34.0536909,-118.242766
336,Fishire Mortuary,1944.0,,None,1905-04-27 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Commercial,,Private/Corporate,,,34.0536909,-118.242766
337,Alex Perino Residence,1945.0,,None,1940s,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,Alex Perino,Private/Individual,,,34.0536909,-118.242766
338,Clark Bonner Residence,1945.0,,None,1905-04-28 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,Clark Bonner,Private/Individual,,,34.0536909,-118.242766
339,Imperial Theatre,1945.0,,None,1905-04-28 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Theater/Entertainment,,Private/Corporate,,,34.0536909,-118.242766
340,Trinity Baptist Church,1945.0,,None,1905-04-28 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Religious,,Private/Religious,,,34.0536909,-118.242766
341,George Washington Carver Junior High School,1947.0,,None,1905-04-30 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Educational,,Public,,,34.0536909,-118.242766
342,Gertrude and Harry Kaye Building,1947.0,,1905-04-30 00:00:00,None,,"Los Angeles, CA, USA",34.0522342,-118.2436849,Art Moderne,Residential/Multi-Unit,Schwartz and Trevelyan,Private/Corporate,"12-unit, originally called the Hannah Schwartz Apartments",,34.0536909,-118.242766
343,Los Angeles County Psychiatric Hospital,1947.0,1947,None,1947-59,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Medical,,Public,,,34.0536909,-118.242766
344,Westview Hospital,1947.0,,Never completed,1905-04-30 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Medical,West View Hospital Association,Public,,,34.0536909,-118.242766
345,South Park Playground,1948.0,,None,1905-05-01 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Recreational,,Public,,,34.0536909,-118.242766
346,Ambassador Hotel,1949.0,,1905-05-02 00:00:00,1905-05-02 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,Modern,Hotels/Hospitality,Schine family,Private/Corporate,(Renovations to a previous building),,34.0536909,-118.242766
347,Golden State Mutual Life Insurance Co.,1949.0,1949,1905-05-02 00:00:00,1905-05-01 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Office Building,Golden State Mutual,Private/Corporate,,,34.0536909,-118.242766
348,George Smith Residence,1950.0,,None,1905-05-03 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,,Private/Individual,,,34.0536909,-118.242766
349,Holman Methodist Church,1951.0,,None,1905-05-04 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Religious,,Private/Religious,,,34.0536909,-118.242766
350,Pacific Town Club,1951.0,,None,1905-05-04 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Recreational,,Private/Corporate,,,34.0536909,-118.242766
351,Phyrom Taylor Residence,1953.0,,1905-05-06 00:00:00,1905-05-07 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,Modern,Residential/Single Family,Phyrom Taylor,Private/Individual,"PWP: ""J. Phyromn Taylor Residence""",,34.0536909,-118.242766
352,Post Polio Hospital,1953.0,,1905-05-06 00:00:00,1905-05-07 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,California Modernism,Medical,Rancho Los Amigos Hospital,Public,"Joint venture, PWP: Name - Rancho Los Amigos Hospital",,34.0536909,-118.242766
353,Imperial-Compton Hotel,1954.0,1954,None,None,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Hotels/Hospitality,,Private/Corporate,,,34.0536909,-118.242766
354,Stewart St. John Residence,1956.0,,None,1905-05-09 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,Stewart St. John,Private/Individual,,,34.0536909,-118.242766
355,Harbor General Hospital,1959.0,,None,1905-05-12 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Medical,,Private/Corporate,Joint venture,,34.0536909,-118.242766
356,Los Angeles International Airport,1961.0,,1905-05-14 00:00:00,1905-05-11 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,Modern,Government,,Public,"Joint venture wth Pereira & Luckman Associates and Welton Becket & Associates, Jet Age Terminal",,34.0536909,-118.242766
357,Family Savings & Loan,1962.0,,None,1905-05-15 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Banks/Financial,,Private/Corporate,,,34.0536909,-118.242766
358,George G. Smith Residence,1962.0,,None,1905-05-15 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,George G. Smith ,Private/Individual,,,34.0536909,-118.242766
359,Leroy T. Weekes Residence,1962.0,,None,1905-05-15 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,Leroy T. Weekes,Private/Individual,,,34.0536909,-118.242766
360,"""Theme"" Building, Los Angeles International Airport",1964.0,1964,None,1960s,,"Los Angeles, CA, USA",34.0522342,-118.2436849,Googie,Government,,Public,,,34.0536909,-118.242766
361,Broadway Federal Savings & Loan,1964.0,,None,1905-05-17 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Banks/Financial,,Private/Corporate,,,34.0536909,-118.242766
362,Federal Office Building,1965.0,,None,1960s,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Office Building,,Public-gov,,,34.0536909,-118.242766
363,Edwin Ridgeway Residence,1966.0,1966,None,1905-05-18 00:00:00,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Single Family,Edwin Ridgeway,Private/Individual,KEH: Location - Hancock Park,,34.0536909,-118.242766
364,"Pi Beta Phi Sorority, UCLA",1973.0,,None,1970s,,"Los Angeles, CA, USA",34.0522342,-118.2436849,,Residential/Multi-Unit,,Private/Corporate,http://losangelesrevisited.blogspot.com/2013/05/20th-century-la-architects-chinese.html,,34.0536909,-118.242766
365,William B. Himrod Residence,1928.0,,None,1905-04-11 00:00:00,,"Los Feliz, Los Angeles, CA",34.1063307,-118.2848199,,Residential/Single Family,William B. Himrod,Private/Individual,,,34.108133949999996,-118.29017961170848
366,Antonio Moreno Residence,1929.0,,1905-04-12 00:00:00,1905-04-12 00:00:00,,"Los Feliz, Los Angeles, CA",34.1063307,-118.2848199,,Residential/Single Family,Antonio Moreno,Private/Individual,,,34.108133949999996,-118.29017961170848
